epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.3046875,1.945953369140625,,
0,99,0.375,1.6101171970367432,,
0,149,0.4609375,1.5519601106643677,,
0,199,0.421875,1.6155900955200195,,
0,249,0.453125,1.4774012565612793,,
0,299,0.484375,1.4334439039230347,,
0,349,0.453125,1.439182996749878,,
0,390,,,0.476500004529953,1.4454394578933716
1,399,0.4765625,1.423759937286377,,
1,449,0.46875,1.4490777254104614,,
