epoch,step,train_acc,train_loss,val_acc,val_loss
5,2149,0.6484375,1.0082712173461914,,
5,2199,0.671875,0.8979867100715637,,
5,2249,0.640625,1.0378934144973755,,
5,2299,0.6953125,0.9468313455581665,,
5,2345,,,0.6305000185966492,1.044620156288147
6,2349,0.640625,0.9834259152412415,,
6,2399,0.6953125,0.801579475402832,,
6,2449,0.6796875,1.0170953273773193,,
6,2499,0.65625,1.098673701286316,,
6,2549,0.6953125,0.8656653761863708,,
6,2599,0.6875,0.9392562508583069,,
6,2649,0.6015625,1.1044673919677734,,
6,2699,0.6484375,0.8743777871131897,,
6,2736,,,0.6340000033378601,1.0261768102645874
7,2749,0.6171875,0.9431217312812805,,
7,2799,0.6640625,0.7831764817237854,,
7,2849,0.71875,0.8565326929092407,,
7,2899,0.6796875,0.9166416525840759,,
7,2949,0.6796875,0.8882286548614502,,
7,2999,0.6796875,0.8923826217651367,,
7,3049,0.65625,1.0403144359588623,,
7,3099,0.65625,1.044325351715088,,
7,3127,,,0.6384999752044678,1.0263625383377075
8,3149,0.7265625,0.8079627752304077,,
8,3199,0.7578125,0.7464168667793274,,
8,3249,0.671875,0.9161876440048218,,
8,3299,0.671875,0.8861994743347168,,
8,3349,0.7109375,0.8113270401954651,,
8,3399,0.78125,0.7103581428527832,,
8,3449,0.7265625,0.8515509963035583,,
8,3499,0.703125,0.9636784195899963,,
8,3518,,,0.6503000259399414,0.9948179721832275
9,3549,0.6171875,0.9486606121063232,,
9,3599,0.6875,0.7852641344070435,,
9,3649,0.625,1.01850426197052,,
9,3699,0.6796875,0.8865983486175537,,
9,3749,0.734375,0.8236485719680786,,
9,3799,0.7109375,0.8801280856132507,,
9,3849,0.6875,0.8693735003471375,,
9,3899,0.78125,0.6462616920471191,,
9,3909,,,0.6492000222206116,1.0029054880142212
10,3949,0.796875,0.6181930899620056,,
10,3999,0.7421875,0.8687177896499634,,
10,4049,0.7578125,0.723408579826355,,
10,4099,0.78125,0.6314424872398376,,
10,4149,0.734375,0.7664398550987244,,
10,4199,0.6484375,0.8966181874275208,,
10,4249,0.7109375,0.8756337761878967,,
10,4299,0.671875,0.8405224084854126,,
10,4300,,,0.6486999988555908,0.9993122816085815
11,4349,0.7578125,0.6737159490585327,,
11,4399,0.7421875,0.7729471325874329,,
11,4449,0.6640625,0.8435840606689453,,
11,4499,0.7421875,0.664341390132904,,
11,4549,0.7578125,0.7504491806030273,,
11,4599,0.6953125,0.8952480554580688,,
11,4649,0.6328125,1.0641682147979736,,
11,4691,,,0.6579999923706055,0.9922595024108887
12,4699,0.8359375,0.587928831577301,,
12,4749,0.7421875,0.785964846611023,,
12,4799,0.828125,0.4852970540523529,,
12,4849,0.78125,0.698564350605011,,
12,4899,0.7734375,0.6778373122215271,,
12,4949,0.7734375,0.8017486929893494,,
12,4999,0.6796875,0.7888146638870239,,
12,5049,0.703125,0.7579988241195679,,
12,5082,,,0.6488000154495239,1.0218982696533203
13,5099,0.7734375,0.577836275100708,,
13,5149,0.84375,0.5002997517585754,,
13,5199,0.78125,0.6781999468803406,,
13,5249,0.7734375,0.5903027653694153,,
13,5299,0.734375,0.7315565347671509,,
13,5349,0.703125,1.015754222869873,,
13,5399,0.7109375,0.7704010605812073,,
13,5449,0.7109375,0.8056145906448364,,
13,5473,,,0.656499981880188,1.0203794240951538
14,5499,0.734375,0.7778288125991821,,
14,5549,0.7890625,0.673828661441803,,
14,5599,0.7578125,0.6482062339782715,,
14,5649,0.765625,0.7288842797279358,,
14,5699,0.7265625,0.6875389218330383,,
14,5749,0.7265625,0.7235096096992493,,
14,5799,0.796875,0.5749149918556213,,
14,5849,0.7734375,0.6975854635238647,,
14,5864,,,0.6570000052452087,1.0326999425888062
15,5899,0.7734375,0.5803302526473999,,
15,5949,0.75,0.6374760270118713,,
15,5999,0.828125,0.583580493927002,,
15,6049,0.7890625,0.5942484140396118,,
15,6099,0.734375,0.7018831372261047,,
15,6149,0.8046875,0.6340987086296082,,
15,6199,0.828125,0.5021485090255737,,
15,6249,0.7265625,0.8442674279212952,,
15,6255,,,0.6499000191688538,1.066239356994629
16,6299,0.859375,0.5543406009674072,,
16,6349,0.78125,0.7142246961593628,,
16,6399,0.7578125,0.5926691293716431,,
16,6449,0.7421875,0.7432334423065186,,
16,6499,0.796875,0.5614988207817078,,
16,6549,0.75,0.5837149620056152,,
16,6599,0.7578125,0.6145039796829224,,
16,6646,,,0.6575999855995178,1.0644153356552124
17,6649,0.8515625,0.47998669743537903,,
17,6699,0.78125,0.560655951499939,,
17,6749,0.7421875,0.6698624491691589,,
17,6799,0.765625,0.5725253820419312,,
17,6849,0.7578125,0.6002110838890076,,
17,6899,0.78125,0.6215592622756958,,
17,6949,0.828125,0.5723152160644531,,
17,6999,0.7890625,0.6619262099266052,,
17,7037,,,0.6557000279426575,1.0679032802581787
18,7049,0.828125,0.5083200335502625,,
18,7099,0.828125,0.46524176001548767,,
18,7149,0.796875,0.6315982937812805,,
18,7199,0.828125,0.4418167769908905,,
18,7249,0.8828125,0.41709601879119873,,
18,7299,0.78125,0.5386502742767334,,
18,7349,0.8203125,0.4159355163574219,,
